"param_index","ntree","replace","nodesize"
1172,670,TRUE,5
1173,677,TRUE,5
1174,919,FALSE,1
1175,720,TRUE,5
1176,188,TRUE,1
1177,4495,TRUE,3
1178,1540,FALSE,5
1179,3909,TRUE,3
1180,3478,FALSE,1
1181,6913,TRUE,2
1182,5354,FALSE,2
1183,433,FALSE,1
1184,332,TRUE,3
1185,3074,TRUE,4
1186,3147,FALSE,2
1187,6908,TRUE,3
1188,3888,FALSE,2
1189,186,TRUE,3
1190,378,TRUE,2
1191,246,FALSE,4
1192,3728,FALSE,2
1193,182,FALSE,5
1194,182,FALSE,3
1195,140,TRUE,2
1196,128,FALSE,5
1197,1166,TRUE,3
1198,169,FALSE,2
1199,3087,TRUE,4
1200,2923,TRUE,5
1201,5939,FALSE,5
1202,1089,FALSE,3
1203,5097,FALSE,4
1204,773,FALSE,1
1205,208,FALSE,4
1206,771,TRUE,5
1207,8692,FALSE,4
1208,937,TRUE,4
1209,322,TRUE,1
1210,332,TRUE,1
1211,1221,FALSE,4
1212,2008,FALSE,2
1213,473,FALSE,4
1214,133,FALSE,2
1215,804,FALSE,2
1216,4796,TRUE,2
1217,1420,FALSE,5
1218,512,FALSE,3
1219,1252,TRUE,3
1220,6151,FALSE,4
1221,961,FALSE,4
1222,222,TRUE,3
1223,1227,TRUE,3
1224,8444,FALSE,2
1225,426,TRUE,5
1226,4410,TRUE,2
1227,414,FALSE,5
1228,236,FALSE,2
1229,125,FALSE,4
1230,312,TRUE,2
1231,507,TRUE,3
1232,209,FALSE,2
1233,408,TRUE,1
1234,109,FALSE,5
1235,9927,FALSE,1
1236,4094,TRUE,2
1237,150,FALSE,1
1238,5538,FALSE,4
1239,1294,FALSE,1
1240,700,FALSE,4
1241,137,TRUE,4
1242,1336,FALSE,2
1243,139,FALSE,4
1244,266,TRUE,1
1245,1265,FALSE,5
1246,926,TRUE,3
1247,209,TRUE,5
1248,200,FALSE,1
1249,1003,FALSE,2
1250,7669,TRUE,5
1251,469,FALSE,4
1252,239,FALSE,5
1253,348,TRUE,3
1254,1160,FALSE,4
1255,111,TRUE,3
1256,3989,TRUE,5
1257,167,TRUE,2
1258,1209,TRUE,4
1259,1398,FALSE,3
1260,1741,TRUE,3
1261,2709,FALSE,4
1262,177,FALSE,1
1263,421,TRUE,4
1264,7854,FALSE,3
1265,1007,FALSE,3
1266,187,TRUE,2
1267,5520,FALSE,2
1268,258,TRUE,3
1269,7139,FALSE,5
1270,5984,TRUE,4
1271,188,FALSE,3
1272,3750,TRUE,4
1273,812,FALSE,5
1274,188,TRUE,5
1275,5942,TRUE,4
1276,474,TRUE,1
1277,438,FALSE,4
1278,646,FALSE,2
1279,914,FALSE,2
1280,547,TRUE,3
1281,859,FALSE,4
1282,126,TRUE,2
1283,238,FALSE,5
1284,9311,FALSE,3
1285,456,TRUE,4
1286,221,TRUE,1
1287,953,TRUE,1
1288,109,TRUE,2
1289,480,TRUE,5
1290,115,TRUE,2
1291,5469,TRUE,1
1292,2928,FALSE,2
1293,429,FALSE,4
1294,596,TRUE,3
1295,465,FALSE,5
1296,152,FALSE,1
1297,3291,TRUE,2
1298,1618,FALSE,1
1299,196,FALSE,5
1300,117,FALSE,3
1301,934,TRUE,3
1302,779,TRUE,5
1303,133,TRUE,5
1304,454,FALSE,1
1305,5759,FALSE,1
1306,7325,FALSE,4
1307,612,TRUE,5
1308,209,FALSE,3
1309,439,FALSE,4
1310,413,TRUE,1
1311,165,TRUE,3
1312,9169,FALSE,3
1313,992,FALSE,2
1314,154,TRUE,3
1315,267,TRUE,1
1316,7321,FALSE,5
1317,395,TRUE,3
1318,2039,TRUE,1
1319,6392,FALSE,3
1320,9667,TRUE,5
1321,730,FALSE,5
1322,617,TRUE,3
1323,193,TRUE,4
1324,365,FALSE,1
1325,1357,TRUE,1
1326,7479,FALSE,5
1327,524,FALSE,3
1328,4869,TRUE,1
1329,2805,TRUE,3
1330,3197,FALSE,2
1331,7105,FALSE,5
1332,102,TRUE,4
1333,210,TRUE,5
1334,633,FALSE,1
1335,2258,TRUE,2
1336,919,TRUE,3
1337,1176,TRUE,1
1338,433,TRUE,2
1339,4294,FALSE,3
1340,386,FALSE,4
1341,662,FALSE,3
1342,153,FALSE,2
1343,3986,FALSE,3
1344,527,FALSE,3
1345,121,TRUE,3
1346,121,TRUE,4
1347,8175,TRUE,3
1348,561,FALSE,1
1349,4132,FALSE,1
1350,6663,TRUE,4
1351,764,FALSE,2
1352,1431,FALSE,2
1353,141,TRUE,1
1354,214,TRUE,3
1355,3041,FALSE,5
1356,900,TRUE,3
1357,2367,FALSE,1
1358,8066,FALSE,4
1359,995,FALSE,1
1360,878,TRUE,3
1361,1328,TRUE,5
1362,2033,TRUE,3
1363,364,TRUE,5
1364,9193,TRUE,1
1365,1953,FALSE,1
1366,1473,FALSE,3
1367,1717,TRUE,2
1368,7142,TRUE,4
1369,606,TRUE,4
1370,379,FALSE,3
1371,153,FALSE,1
1372,443,TRUE,3
1373,3310,TRUE,1
1374,163,FALSE,3
1375,2653,FALSE,3
1376,8642,FALSE,5
1377,254,TRUE,4
1378,166,TRUE,5
1379,130,TRUE,1
1380,4601,TRUE,3
1381,1463,FALSE,3
1382,877,TRUE,5
1383,540,TRUE,2
1384,365,FALSE,1
1385,1594,FALSE,5
1386,4370,TRUE,3
1387,158,TRUE,2
1388,8531,TRUE,4
1389,219,FALSE,4
1390,149,TRUE,2
1391,5319,FALSE,4
1392,1128,FALSE,2
1393,2073,TRUE,3
1394,289,FALSE,4
1395,2790,TRUE,5
1396,964,FALSE,2
1397,8593,FALSE,4
1398,6568,TRUE,5
1399,1275,TRUE,2
1400,142,TRUE,5
1401,112,TRUE,2
1402,1070,TRUE,4
1403,1839,TRUE,5
1404,692,TRUE,5
1405,5781,TRUE,1
1406,165,FALSE,4
1407,9209,TRUE,2
1408,341,TRUE,5
1409,148,FALSE,1
1410,595,FALSE,2
1411,179,TRUE,3
1412,1466,FALSE,2
1413,304,TRUE,5
1414,2799,TRUE,2
1415,197,TRUE,1
1416,203,TRUE,4
1417,332,FALSE,3
1418,3623,FALSE,5
1419,717,TRUE,5
1420,132,TRUE,2
1421,171,FALSE,4
1422,930,TRUE,4
1423,9162,FALSE,4
1424,4230,TRUE,2
1425,1227,TRUE,4
1426,140,TRUE,3
1427,862,FALSE,3
1428,481,TRUE,3
1429,2415,TRUE,5
1430,1074,FALSE,1
1431,1078,FALSE,2
1432,1241,FALSE,3
1433,790,TRUE,3
1434,148,TRUE,3
1435,7309,FALSE,1
1436,108,TRUE,4
1437,677,TRUE,2
1438,286,FALSE,3
1439,159,TRUE,2
1440,930,TRUE,5
1441,2011,TRUE,2
1442,7018,FALSE,1
1443,534,TRUE,3
1444,5173,FALSE,3
1445,402,FALSE,4
1446,859,FALSE,4
1447,194,TRUE,5
1448,4157,FALSE,5
1449,2161,TRUE,5
1450,134,FALSE,4
1451,732,FALSE,2
1452,626,FALSE,4
1453,2495,TRUE,1
1454,2098,FALSE,5
1455,657,TRUE,3
1456,413,FALSE,3
1457,325,TRUE,1
1458,2230,FALSE,5
1459,6199,TRUE,5
1460,4953,FALSE,3
1461,614,FALSE,1
1462,145,FALSE,3
1463,4573,TRUE,5
1464,141,TRUE,3
1465,170,FALSE,4
1466,1919,TRUE,4
1467,440,FALSE,4
1468,240,TRUE,2
1469,617,FALSE,4
1470,5339,TRUE,1
1471,499,TRUE,2
1472,101,TRUE,2
1473,6700,TRUE,3
1474,8073,TRUE,5
1475,965,FALSE,3
1476,851,FALSE,1
1477,1570,TRUE,2
1478,6541,TRUE,5
1479,223,TRUE,4
1480,3759,FALSE,1
1481,294,TRUE,4
1482,1436,FALSE,5
1483,4843,TRUE,2
1484,185,TRUE,4
1485,6241,TRUE,5
1486,800,TRUE,4
1487,6191,TRUE,3
1488,316,TRUE,1
1489,148,TRUE,3
1490,126,TRUE,3
1491,9190,FALSE,5
1492,936,TRUE,1
1493,4945,FALSE,5
1494,684,FALSE,1
1495,958,FALSE,5
1496,234,FALSE,1
1497,3323,FALSE,3
1498,410,FALSE,1
1499,216,FALSE,1
1500,117,TRUE,4
1501,188,FALSE,5
1502,227,FALSE,5
1503,1101,FALSE,4
1504,4223,FALSE,5
1505,171,FALSE,4
1506,6171,FALSE,4
1507,1424,FALSE,4
1508,197,TRUE,5
1509,6444,FALSE,3
1510,322,FALSE,2
1511,201,TRUE,1
1512,3470,FALSE,5
1513,290,FALSE,4
1514,410,FALSE,2
1515,1096,TRUE,2
1516,470,FALSE,5
1517,205,FALSE,1
1518,343,FALSE,3
1519,506,FALSE,4
1520,1445,TRUE,2
1521,4174,TRUE,3
1522,7415,TRUE,3
1523,4689,FALSE,2
1524,180,FALSE,5
1525,2004,TRUE,1
1526,2420,FALSE,3
1527,116,FALSE,2
1528,6991,TRUE,2
1529,911,TRUE,1
1530,343,TRUE,5
1531,5205,FALSE,4
1532,289,TRUE,2
1533,3866,FALSE,3
1534,1980,TRUE,4
1535,710,FALSE,2
1536,156,FALSE,1
1537,102,FALSE,2
1538,1162,FALSE,2
1539,1126,TRUE,3
1540,268,TRUE,3
1541,2736,FALSE,1
1542,8439,FALSE,4
1543,1095,FALSE,1
1544,225,FALSE,5
1545,1343,TRUE,2
1546,3325,TRUE,4
1547,2173,FALSE,5
1548,283,FALSE,5
1549,495,FALSE,4
1550,439,TRUE,1
1551,6506,FALSE,4
1552,252,FALSE,5
1553,2318,FALSE,4
1554,189,TRUE,4
1555,164,TRUE,5
1556,154,FALSE,2
1557,6862,TRUE,2
1558,360,TRUE,1
1559,5958,TRUE,5
1560,3540,FALSE,3
1561,3921,FALSE,2
1562,259,TRUE,5
1563,125,TRUE,2
1564,120,TRUE,2
1565,373,TRUE,5
1566,501,TRUE,2
1567,3007,FALSE,4
1568,320,FALSE,1
1569,1091,FALSE,3
1570,3328,TRUE,1
1571,1884,TRUE,5
1572,257,TRUE,1
1573,9767,FALSE,3
1574,101,FALSE,4
1575,260,TRUE,2
1576,1867,TRUE,4
1577,109,TRUE,2
1578,114,FALSE,1
1579,1654,TRUE,1
1580,1393,FALSE,5
1581,312,TRUE,2
1582,6960,TRUE,3
1583,2226,FALSE,1
1584,1968,FALSE,1
1585,262,FALSE,1
1586,920,FALSE,1
1587,9478,FALSE,2
1588,9771,FALSE,4
1589,802,FALSE,4
1590,2709,TRUE,3
1591,432,TRUE,5
1592,4686,FALSE,5
1593,742,FALSE,4
1594,9901,TRUE,2
1595,4121,FALSE,4
1596,945,FALSE,2
1597,1203,TRUE,1
1598,484,FALSE,2
1599,128,TRUE,1
1600,832,TRUE,3
1601,998,TRUE,4
1602,370,FALSE,2
1603,3599,FALSE,1
1604,407,FALSE,4
1605,1081,TRUE,4
1606,909,FALSE,2
1607,3475,FALSE,5
1608,214,FALSE,2
1609,770,FALSE,4
1610,1121,TRUE,3
1611,905,FALSE,3
1612,1127,FALSE,4
1613,2364,FALSE,4
1614,508,FALSE,4
1615,4816,TRUE,1
1616,7037,TRUE,2
1617,164,TRUE,5
1618,260,TRUE,1
1619,946,FALSE,2
1620,447,FALSE,1
1621,883,FALSE,1
1622,1497,TRUE,1
1623,282,TRUE,5
1624,2960,FALSE,5
1625,201,FALSE,5
1626,2502,TRUE,5
1627,339,FALSE,4
1628,717,TRUE,2
1629,2792,TRUE,2
1630,895,TRUE,2
1631,478,TRUE,5
1632,304,TRUE,1
1633,272,TRUE,5
1634,306,TRUE,1
1635,1357,FALSE,3
1636,2681,TRUE,2
1637,165,TRUE,4
1638,1099,FALSE,3
1639,5103,TRUE,3
1640,2707,TRUE,4
1641,427,FALSE,1
1642,171,TRUE,5
1643,1422,TRUE,1
1644,4636,FALSE,5
1645,1105,FALSE,1
1646,2461,FALSE,3
1647,1006,TRUE,2
1648,514,TRUE,4
1649,8575,FALSE,4
1650,7048,FALSE,3
1651,258,FALSE,1
1652,8193,TRUE,4
1653,5642,TRUE,3
1654,2499,TRUE,2
1655,1067,FALSE,3
1656,921,FALSE,5
1657,255,FALSE,2
1658,159,FALSE,5
1659,887,TRUE,3
1660,423,FALSE,2
1661,3532,FALSE,3
1662,6392,FALSE,3
1663,471,FALSE,1
1664,4480,FALSE,1
1665,277,FALSE,1
1666,3432,TRUE,4
1667,1331,TRUE,4
1668,707,TRUE,1
1669,4792,FALSE,5
1670,378,TRUE,5
1671,879,TRUE,1
1672,3673,TRUE,2
1673,147,FALSE,3
1674,619,TRUE,1
1675,156,FALSE,3
1676,186,TRUE,1
1677,278,TRUE,2
1678,355,TRUE,5
1679,399,TRUE,5
1680,565,TRUE,1
1681,968,FALSE,1
1682,5763,TRUE,4
1683,3167,TRUE,1
1684,8203,TRUE,3
1685,464,TRUE,5
1686,4484,FALSE,3
1687,185,FALSE,4
1688,178,FALSE,4
1689,2880,TRUE,4
1690,1258,TRUE,1
1691,1660,TRUE,3
1692,177,TRUE,4
1693,5706,FALSE,4
1694,4876,TRUE,4
1695,124,FALSE,2
1696,2613,TRUE,4
1697,1181,TRUE,5
1698,7844,TRUE,5
1699,6724,FALSE,4
1700,822,TRUE,2
1701,3422,TRUE,2
1702,1030,TRUE,2
1703,255,FALSE,5
1704,2738,TRUE,5
1705,3463,FALSE,4
1706,2606,FALSE,5
1707,243,FALSE,1
1708,396,TRUE,5
1709,449,FALSE,5
1710,1402,FALSE,2
1711,5868,TRUE,1
1712,5724,FALSE,3
1713,595,TRUE,4
1714,3011,FALSE,2
1715,3944,FALSE,3
1716,2828,FALSE,5
1717,594,FALSE,2
1718,397,TRUE,3
1719,131,FALSE,4
1720,2241,TRUE,4
1721,250,TRUE,2
1722,1792,FALSE,3
1723,190,TRUE,1
1724,561,FALSE,3
1725,427,FALSE,1
1726,4303,FALSE,4
1727,548,TRUE,5
1728,762,FALSE,5
1729,760,TRUE,5
1730,1609,TRUE,5
1731,646,FALSE,5
1732,8323,TRUE,4
1733,8814,FALSE,2
1734,6801,FALSE,5
1735,147,TRUE,1
1736,905,FALSE,2
1737,479,TRUE,2
1738,2239,TRUE,1
1739,1888,TRUE,4
1740,5272,TRUE,2
1741,7946,TRUE,2
1742,1415,TRUE,5
1743,1184,FALSE,5
1744,7709,TRUE,1
1745,6141,TRUE,2
1746,666,TRUE,4
1747,126,FALSE,5
1748,3629,TRUE,1
1749,7169,TRUE,1
1750,572,TRUE,5
1751,311,FALSE,3
1752,150,FALSE,2
1753,609,TRUE,1
1754,233,TRUE,4
1755,186,TRUE,2
1756,329,FALSE,4
1757,1286,FALSE,2
1758,199,TRUE,1
1759,8500,TRUE,5
1760,7810,FALSE,3
1761,9733,TRUE,4
1762,2604,TRUE,2
1763,192,TRUE,1
1764,105,FALSE,5
1765,2377,TRUE,3
1766,2320,FALSE,4
1767,6896,TRUE,5
1768,660,FALSE,4
1769,704,TRUE,2
1770,1195,FALSE,5
1771,676,TRUE,4
1772,158,TRUE,4
1773,580,FALSE,4
1774,250,TRUE,3
1775,2839,TRUE,3
1776,106,TRUE,4
1777,6938,TRUE,5
1778,6368,FALSE,5
1779,3248,FALSE,2
1780,8081,TRUE,1
1781,1795,FALSE,4
1782,2065,FALSE,3
1783,583,TRUE,1
1784,136,TRUE,2
1785,2426,FALSE,5
1786,181,TRUE,5
1787,385,TRUE,4
1788,1851,FALSE,5
1789,606,FALSE,5
1790,139,FALSE,1
1791,5378,FALSE,5
1792,593,FALSE,1
1793,2211,FALSE,4
1794,111,FALSE,1
1795,1561,TRUE,4
1796,359,FALSE,2
1797,632,FALSE,5
1798,197,TRUE,5
1799,4483,TRUE,1
1800,192,FALSE,4
1801,6632,TRUE,3
1802,6359,TRUE,3
1803,244,TRUE,1
1804,1168,FALSE,3
1805,1114,TRUE,5
1806,210,FALSE,4
1807,1101,FALSE,1
1808,283,FALSE,2
1809,368,TRUE,1
1810,1024,TRUE,4
1811,209,FALSE,5
1812,6995,TRUE,4
1813,1002,TRUE,2
1814,1713,FALSE,2
1815,3098,FALSE,1
1816,1724,FALSE,1
1817,7309,TRUE,5
1818,145,TRUE,1
1819,114,TRUE,1
1820,1219,TRUE,3
1821,305,FALSE,2
1822,1962,FALSE,1
1823,573,FALSE,2
1824,125,TRUE,4
1825,125,TRUE,3
1826,8498,TRUE,1
1827,285,FALSE,4
1828,106,TRUE,4
1829,275,FALSE,4
1830,130,TRUE,3
1831,297,FALSE,1
1832,643,TRUE,2
1833,107,FALSE,2
1834,532,TRUE,4
1835,1486,TRUE,5
1836,1639,TRUE,3
1837,339,TRUE,3
1838,2256,TRUE,4
1839,7502,TRUE,3
1840,102,TRUE,3
1841,3778,TRUE,4
1842,4142,TRUE,3
1843,141,FALSE,5
1844,1371,FALSE,2
1845,1206,TRUE,5
1846,189,FALSE,2
1847,359,FALSE,4
1848,508,FALSE,3
1849,4256,TRUE,4
1850,221,FALSE,5
1851,1110,FALSE,2
1852,3408,FALSE,4
1853,380,TRUE,5
1854,752,FALSE,2
1855,2198,TRUE,3
1856,119,FALSE,5
1857,1331,TRUE,5
1858,7385,FALSE,5
1859,745,TRUE,1
1860,7517,TRUE,2
1861,9126,TRUE,1
1862,2273,FALSE,2
1863,397,FALSE,4
1864,262,TRUE,5
1865,437,TRUE,3
1866,5154,TRUE,4
1867,133,TRUE,3
1868,232,TRUE,3
1869,934,TRUE,4
1870,478,FALSE,5
1871,4267,TRUE,5
1872,5550,TRUE,4
1873,110,FALSE,4
1874,4496,FALSE,2
1875,638,FALSE,1
1876,2224,TRUE,2
1877,174,TRUE,2
1878,903,FALSE,3
1879,7149,TRUE,4
1880,1421,TRUE,3
1881,6746,FALSE,2
1882,3265,FALSE,4
1883,1841,FALSE,4
1884,3910,FALSE,5
1885,7090,FALSE,5
1886,214,FALSE,5
1887,244,FALSE,5
1888,158,FALSE,4
1889,4588,FALSE,1
1890,4122,TRUE,4
1891,364,TRUE,1
1892,796,TRUE,2
1893,1798,FALSE,5
1894,555,FALSE,3
1895,585,TRUE,3
1896,6800,TRUE,2
1897,607,FALSE,5
1898,139,FALSE,1
1899,2619,FALSE,2
1900,2450,FALSE,3
1901,156,TRUE,5
1902,119,TRUE,4
1903,637,TRUE,1
1904,106,FALSE,4
1905,1376,TRUE,3
1906,7825,TRUE,1
1907,489,FALSE,1
1908,310,FALSE,4
1909,1220,TRUE,5
1910,173,TRUE,3
1911,565,FALSE,3
1912,454,FALSE,4
1913,7907,TRUE,3
1914,6679,FALSE,2
1915,3374,TRUE,3
1916,3307,TRUE,1
1917,10016,TRUE,5
1918,1458,TRUE,4
1919,268,FALSE,2
1920,186,TRUE,1
1921,3872,FALSE,5
1922,9278,TRUE,4
1923,9285,TRUE,4
1924,179,TRUE,3
1925,1736,TRUE,2
1926,5246,FALSE,3
1927,191,TRUE,1
1928,544,FALSE,4
1929,207,TRUE,3
1930,791,FALSE,4
1931,943,TRUE,2
1932,8017,TRUE,5
1933,6502,TRUE,1
1934,7655,TRUE,1
1935,3550,TRUE,2
1936,154,FALSE,4
1937,108,FALSE,4
1938,467,FALSE,3
1939,306,TRUE,2
1940,3868,TRUE,3
1941,990,FALSE,1
1942,1073,TRUE,4
1943,140,FALSE,4
1944,493,FALSE,4
1945,3280,TRUE,2
1946,593,FALSE,1
1947,104,TRUE,4
1948,2755,TRUE,5
1949,1309,FALSE,4
1950,139,TRUE,5
1951,499,TRUE,1
1952,674,TRUE,1
1953,422,TRUE,2
1954,3008,TRUE,4
1955,602,TRUE,2
1956,1745,TRUE,5
1957,1779,FALSE,3
1958,4057,FALSE,1
1959,2047,TRUE,5
1960,2302,TRUE,4
1961,667,TRUE,5
1962,2136,TRUE,4
1963,114,TRUE,1
1964,4317,TRUE,2
1965,142,TRUE,1
1966,6389,TRUE,4
1967,139,FALSE,2
1968,242,FALSE,1
1969,3607,TRUE,5
1970,256,TRUE,1
1971,646,FALSE,2
1972,785,TRUE,2
1973,1643,TRUE,1
1974,1432,TRUE,1
1975,132,TRUE,1
1976,233,FALSE,4
1977,393,FALSE,4
1978,568,TRUE,4
1979,2688,TRUE,3
1980,179,TRUE,5
1981,726,FALSE,5
1982,116,TRUE,2
1983,815,FALSE,2
1984,3908,TRUE,5
1985,882,TRUE,5
1986,299,TRUE,3
1987,5992,TRUE,3
1988,179,FALSE,4
1989,348,TRUE,1
1990,5867,FALSE,1
1991,3194,TRUE,4
1992,158,TRUE,1
1993,4310,TRUE,2
1994,5251,TRUE,2
1995,172,FALSE,3
1996,189,TRUE,5
1997,1257,FALSE,1
1998,132,TRUE,5
1999,986,TRUE,4
2000,104,FALSE,3
