"param_index","iterations","depth","l2_leaf_reg","bagging_temperature","learning_rate"
1154,2671,8,7.16184030141185,0.586622001429146,0.0346108978897055
1155,726,6,2.06271138741953,1.08334810243264,0.0366808372530349
1156,131,8,0.286044916102914,1.38137760156546,0.00171106554502342
1157,255,9,0.0324904629485224,0.398036978384456,0.0640923705795225
1158,890,9,1.57201430062145,0.509770890268026,0.0203929554969135
1159,2215,10,2.52592071123149,0.763292504358357,0.0770353412380886
1160,3575,9,7.7984854848508,1.48408870896335,0.00345105139465855
1161,276,8,0.272444491622984,1.10014668008621,0.00396615442796827
1162,753,6,3.86818684146277,1.1830730657978,0.0415949478365675
1163,215,7,0.0207706897843148,1.12949887352004,1.82804021367344
1164,152,7,8.49845561714849,0.683863554973201,0.180605367441276
1165,3224,7,0.273342697212571,0.726665209330916,0.919697481792726
1166,1052,7,0.254344694191462,2.02452513013499,0.156620118732471
1167,810,10,7.85528290347256,0.973059046439775,0.0627278686231038
1168,1075,10,1.2207456497436,0.395010567128844,0.0592878632756136
1169,8443,8,1.39378821758068,1.46249136362346,0.0108809291228849
1170,156,7,5.15035149969381,0.240803534552797,0.0170973796619428
1171,429,7,1.43800480722297,2.79901369311315,0.00146896872944237
1172,1168,10,0.0488022779520914,1.77317018071789,0.00876165556128647
1173,409,9,0.818173997237089,0.5641650756294,0.652001360858099
1174,580,9,5.15404786190596,2.05174590609497,0.145210225105588
1175,4702,9,6.6928430091469,2.84672451599158,0.0478940768192353
1176,576,8,1.82909908453726,2.18369462662646,0.090491489038838
1177,1517,8,4.94724016435787,1.26151231216533,0.00372269504492926
1178,235,8,0.946327126028001,3.22318116481003,0.00131991572447993
1179,208,8,4.26466715633864,2.56633252898884,0.00251320773612766
1180,960,8,2.32274557530391,1.0874172284369,0.0174692801167775
1181,1721,7,0.0993229202557755,0.622984856475258,0.127376729018097
1182,290,7,1.57085369867886,0.828295722249128,0.0295316197189308
1183,470,6,3.59519843984462,0.415210361737564,0.0853745692387725
1184,8647,10,0.0855438217858877,1.21844503966904,0.0445724564692855
1185,658,6,1.53387328885899,1.13339204055586,0.351791897783545
1186,279,10,1.27161049653143,0.70328839950964,0.321363819775671
1187,540,7,2.30738079732622,1.84958855051887,0.817399190978872
1188,1590,7,3.20011088579047,1.98726859327896,0.0016688024616569
1189,493,8,3.8841827057417,0.681727627901629,0.0608620045016668
1190,2012,9,1.15732351425709,0.64912634749833,0.170471204419078
1191,606,6,7.51723793848361,0.119372902420978,0.0656890091732974
1192,7798,7,0.925062457839354,0.868789788618547,0.140306146586963
1193,127,8,8.96991242163692,0.798379982229425,0.0108422514913002
1194,1445,8,8.12407091421351,1.24481168919192,1.00671029295886
1195,150,6,5.75000175545868,3.22842482954476,0.0201072113201088
1196,907,8,4.10993191663858,1.08753462151214,0.212175128089399
1197,3730,8,2.25318100174323,1.19299834018768,0.00100634834033735
1198,440,6,0.17155049806723,0.433802362999726,0.00551332529952019
1199,962,7,2.14352714387255,2.98608078862764,0.67513828654721
1200,310,7,6.31790775886789,1.10268147582208,0.0044481808816346
1201,3019,7,7.84974070273754,0.92234824883812,0.216123930486714
1202,291,10,4.95896438748064,1.62729271536346,1.91951665623051
1203,2040,10,0.0468284867033931,2.91769274063534,0.290055984035242
1204,8049,8,7.37505106650578,0.879085022399462,0.0329218410317509
1205,871,6,0.108339969348672,0.150741372579315,0.143907814362924
1206,565,9,3.66807621577315,2.46357010921344,0.00136264601576252
1207,250,8,0.680045856586068,1.22096081011854,1.77193904200234
1208,218,6,4.6908736260979,0.824070712282395,0.00567250062772279
1209,171,7,1.02145722847332,1.44546425491733,0.132383476982884
1210,4641,6,8.14137679702984,0.0435006598276769,0.00536751751500094
1211,1426,6,2.71977852207342,1.55686086654809,0.0271025253086066
1212,3603,10,1.34025435029903,0.0678856663414075,0.00143236227770997
1213,4473,9,0.710863427336712,1.6681289054359,0.0253589379442623
1214,4108,6,4.74571907528116,1.61358677288314,0.0886156251328546
1215,129,8,0.314278154511372,0.15697675503831,0.0221375019750743
1216,4250,7,1.22107309698496,0.610374489472399,0.587082562613921
1217,472,6,2.41275889335035,0.210529541703322,0.0553407682374604
1218,9927,7,2.11052433101526,2.16346791979211,0.0213864679707928
1219,6069,7,7.08885743874146,2.19895058602505,0.0167159979974227
1220,2500,9,2.89744364996053,1.3853513769036,0.00433583738031889
1221,5619,8,8.37183997717296,2.30766693443872,0.723857979632573
1222,9344,8,7.75356449951368,0.0400005567732021,0.00100391400976459
1223,5574,7,2.06225135887671,3.52007705116381,0.00357266481560455
1224,120,7,1.69825555754865,0.878771907984518,0.696201425216579
1225,6302,10,1.910270083936,0.252747304491041,0.268937133555538
1226,2206,9,8.17820616193368,0.223497124452687,0.0109879328293073
1227,807,7,7.31249674348695,1.21286179621046,0.319350470753113
1228,229,7,5.12777689186737,2.72907805455027,0.00685276296801213
1229,1431,10,0.521417606065955,1.74212026766928,0.193194921559074
1230,6331,8,3.01173059025091,0.78252978349807,0.00179834021849351
1231,7536,7,0.150976836336674,2.59907521007111,0.199878418108887
1232,581,8,0.228997522004269,0.355098813778335,0.502886706128822
1233,265,7,3.97368933688421,2.5638587002437,1.91125880102575
1234,3421,7,4.66473459485833,1.07306127103585,0.00475000144163293
1235,9316,7,0.82190404092051,2.93641355489669,0.843200426743175
1236,631,9,4.64097738887305,1.47608674436068,0.0221922907813771
1237,567,7,8.24780127523363,1.57334347594347,0.00112471275285954
1238,222,10,7.66501865203991,1.0951459303748,0.0371448868897144
1239,3000,10,0.177534710174478,2.68427526937052,1.3951934286927
1240,134,10,4.49321910615523,1.50768202262692,0.00198591285265599
1241,142,10,5.9287210330113,1.12882831022997,0.113143140247469
1242,3117,6,7.68726736787644,2.2919726357831,0.0522748323730734
1243,894,8,1.59614172690604,1.90097293244368,0.258397880123872
1244,419,7,0.348732720242324,2.06154830851355,0.00752430593661297
1245,558,8,1.40396303789523,0.400461446876694,0.170397225171191
1246,352,7,1.01663631661408,2.53860865829142,0.0323632096643364
1247,193,9,2.69482632602144,1.81297470244787,0.018167841208293
1248,208,8,1.73331666500269,0.398467260713784,0.740430503040333
1249,791,7,6.2927184925301,2.90896375636533,0.0180386835173505
1250,9060,6,1.531664705426,1.19645180125158,0.0303546704510394
1251,253,10,3.17996181514032,1.77038139413636,0.195579217564655
1252,191,7,0.648780854967973,1.40903976487858,0.206833744222839
1253,260,10,0.845079572403572,2.0885776478212,0.0123491115099844
1254,117,9,7.00412487992902,2.41020223189165,0.183065019583896
1255,3127,8,6.62352218462508,3.69316098445655,0.0240443865357085
1256,252,7,0.830623301051882,0.293552761567412,0.00236970907042075
1257,135,8,3.10518261974205,2.16104488963698,0.376076836914652
1258,8026,10,6.03264604191828,0.171742498678603,0.0657878508077232
1259,1748,6,6.49561396947361,0.01346511837183,0.00197819903673282
1260,2740,6,4.95876621230692,0.933294719065966,0.010927369310291
1261,1006,6,3.55563523204093,0.414085477777897,0.0111260551311194
1262,164,6,7.72921149636639,3.41442604345809,0.0028823497558704
1263,237,8,1.23788221593809,1.53497726019371,0.00726131356495899
1264,2625,8,1.98276458036376,0.199197741618087,0.31636741603507
1265,2588,8,0.312112614211974,1.4387945813755,0.042373632640277
1266,4742,7,3.81124354217456,0.774669892370089,0.086816343172196
1267,2693,9,0.473475881720611,2.04993124295634,0.00657276958457737
1268,8162,10,2.57727990343946e-05,2.70289778164456,1.26319526656427
1269,3313,7,6.9973308769909,0.659009634807119,0.0552012586443879
1270,109,8,6.79357660844498,0.101836124246392,0.00606893876323886
1271,2515,8,7.3504130438066,0.200043300781573,0.00353450752308707
1272,152,10,1.42088515770867,1.69210894016358,0.0364785410537316
1273,220,10,3.30566309366527,2.99350456405091,0.00146972601245502
1274,6455,10,3.452451561716,2.40360875755343,1.16579669611457
1275,1210,7,3.73224665906484,1.15666705176285,0.00704354665795546
1276,5352,7,4.4890717573557,1.49206557522839,0.0441052781989327
1277,9336,6,2.81215700445801,1.22759367490065,0.737288386110964
1278,135,7,0.00438855104064554,0.131222052764206,0.0111797929102483
1279,2869,8,0.996100207277711,1.55964175989632,0.812806699773377
1280,2276,6,0.710366620895317,0.559793588537629,0.00570987634852252
1281,2552,10,2.40825311784259,1.7770130398078,0.209850684685426
1282,660,9,5.38835786645995,1.52469042922226,0.0431347910240881
1283,3375,6,2.98297027023748,2.03714842442671,0.00411574845391343
1284,1411,8,2.13640924825542,0.843610549715009,0.0596340562046412
1285,154,6,3.61451031043239,0.0633290685081729,0.0215298425409049
1286,1008,10,6.21709030766329,0.424701053678116,0.00268406308848394
1287,354,8,7.02746126899177,0.681625868215786,0.261479284557495
1288,462,9,3.13355268644859,0.612467661374148,0.423818884852335
1289,207,8,7.86045627378978,0.783924683921869,0.179521431670273
1290,7019,6,1.43882817283581,1.56099792810873,0.883237025955466
1291,9349,8,1.32511945826763,0.720379201471876,0.332289216595771
1292,3252,10,2.03098123263485,1.40387392358059,0.378589113692491
1293,1855,7,0.269299876372999,2.56300306505478,0.949717215143398
1294,3148,10,4.07389231539534,0.1647715369075,0.514802959106097
1295,773,10,8.83577635885369,3.28293695508177,0.00418185505826234
1296,494,9,1.21622162887198,0.598438399835477,0.0437728490034216
1297,4344,10,2.57930877446078,1.92335835394578,0.00192027845907121
1298,165,6,1.25712567486244,0.738541413468422,0.00146496382012711
1299,1429,9,4.45999964935446,0.223953968945805,0.00131573698337632
1300,358,9,0.524011013458552,1.45507413569089,0.0817132271325497
1301,1102,6,6.92891165950478,0.328661915060237,0.0584248895525534
1302,3549,7,0.458710186502992,1.91402941368599,0.335630910324369
1303,4205,9,3.67557348201881,0.189023765988571,0.00752715823358977
1304,1806,8,2.46391640671756,2.19783425095045,0.882224814239241
1305,2098,8,3.42480048712305,0.195464172944157,0.0128113532050226
1306,4550,10,7.23901099477782,0.0773660402197428,0.0337201830397384
1307,165,6,3.62600589510173,0.114464142466362,1.56197714386085
1308,2314,8,0.00990293445746369,0.0682222668289812,0.00287520508841518
1309,172,7,0.195575947829983,1.30978712486934,0.00208489285286644
1310,1403,10,4.58785597571176,1.96122646475666,0.0360648695429821
1311,2752,9,0.123006434103987,0.491941849633415,0.019337488120043
1312,6702,10,5.50269883941905,1.12423887163648,0.298750363875449
1313,288,7,1.86922548544633,1.62243352944219,0.0014536287737926
1314,252,6,1.16859423489633,2.42463167565917,0.0105563123217074
1315,231,6,2.15055928056519,1.53530170446502,0.002436345409488
1316,7726,6,0.0071948480746951,0.99510316530917,1.52824972555006
1317,4006,9,6.16239125228439,0.471455093231674,0.00551136116061657
1318,5304,10,0.0238909864923448,2.34050903245036,0.00628575414396574
1319,278,9,1.447357084503,1.60259917385523,0.729352824874347
1320,580,6,6.82506311589959,1.28718922509682,0.039384327484178
1321,118,10,6.10791628622854,0.297588318184467,0.975692276318039
1322,1762,7,2.01366215904935,1.45666176973708,0.0243752143573747
1323,1127,7,0.3004517730607,0.29107862158906,0.299658056369046
1324,6525,8,1.01463943575065,1.85340908162817,0.0150937615083405
1325,1838,7,4.64468354831187,0.31006771125353,0.00971871562114509
1326,703,9,3.11301592908559,0.31247445786607,0.00117353526758185
1327,4191,10,4.38852564228015,0.864878262447665,0.00906378017645494
1328,1044,6,6.85270159106589,0.67608895308988,0.00353960032938221
1329,752,8,6.47005950976425,1.38073348877901,0.230127032136475
1330,587,7,0.860421805540708,0.609902254799307,0.113097805912333
1331,121,7,0.125429994375015,0.936183846980064,0.0637286182259139
1332,2606,10,0.169230064463626,2.59623092059094,0.00170634868835711
1333,285,8,7.12927575070192,1.89184104436767,1.21848627140195
1334,134,7,4.56163245445631,3.05595802761911,0.128607525618542
1335,4640,8,3.00135151898261,2.20899609025699,0.0310512319525276
1336,123,7,0.00130178383889124,0.410156449698601,0.00154183334355829
1337,693,6,6.34500995666011,0.798718852855188,1.57201219485723
1338,2162,7,8.23073408009009,1.92744332297644,0.05087119744872
1339,2110,8,1.44298271869596,0.314554581746411,0.00491330796603212
1340,2653,9,0.00177812153179498,0.799401212034675,0.0106917897030017
1341,5395,9,7.66524295460417,1.51715332480394,0.013055909865708
1342,1250,6,0.0945130425859178,1.77155958152593,1.68207111118097
1343,816,6,2.99403600012327,0.21190385500329,0.0218968092485792
1344,4337,9,0.0128632264034141,2.67752227599337,1.3150987277299
1345,220,7,0.0713793510105005,0.76252769443219,0.661663354473852
1346,2961,9,4.42760925419359,0.928078243742914,1.9500860941184
1347,3827,7,5.61515321178296,1.68316742354427,0.0182803066254924
1348,5706,9,4.81528519338415,2.11504918427491,0.0703226423644945
1349,577,8,0.127032720434147,1.70626466784969,1.02661540693597
1350,839,8,2.38513266324472,0.110449788738643,0.0361220907338457
1351,2631,7,0.0485262886419259,0.925205340863113,0.162595751891497
1352,123,9,6.54462152064739,2.63394795705701,0.0407340162429011
1353,6435,10,0.0713474246708299,1.06548280021062,0.174709554191325
1354,1899,9,0.00355885530900579,0.635521998871591,0.155617919098148
1355,677,7,0.989349704273564,2.36911626054437,0.00100960973348919
1356,1717,6,0.011333331423311,3.41451906226006,0.021345491079838
1357,4350,7,0.492906827721205,0.717648537974897,0.545220416801656
1358,2751,6,6.73934809554279,2.14711481039089,0.00147049796258514
1359,633,8,6.14634975616158,1.0356019952994,0.0363340233691814
1360,524,9,2.07667179387558,1.85959754739008,0.0274685039135273
1361,499,10,1.45238185463779,1.55223494786524,0.756704114861417
1362,168,6,6.21479302916547,0.612977743214709,0.0119348201126188
1363,1094,10,5.29596976678707,0.0345740043787424,0.307016279453736
1364,1603,9,0.0724547945772672,0.330837888391387,0.00250586837144611
1365,449,10,0.155764974636043,0.630690109233315,0.11432465471815
1366,342,8,1.71396795736857,0.511033469323297,0.0252751202917497
1367,353,7,0.976599536587844,1.35321758117615,0.0532778879288156
1368,119,10,0.886955512950026,0.803135922419509,0.0443296548732001
1369,2189,9,6.10839606318614,0.936238086457304,1.45016329136405
1370,4325,10,6.14102550725022,0.507991117677867,0.00280270608487966
1371,1779,10,4.87583050816148,1.39473269193318,0.54694427990577
1372,5488,9,7.08117131697705,1.30469375035386,1.30555288143616
1373,396,6,0.306516989017978,0.227508786333763,0.803492284397574
1374,944,6,1.21542125959358,0.792275197545187,0.00686647096858305
1375,3707,8,3.72120650637453,0.430935203220938,0.00587817892799147
1376,1287,7,5.06149416815013,1.3125488691772,1.12148023803881
1377,7331,6,4.93984792184625,0.0432062940814761,0.0357684325452983
1378,581,6,6.58571121895541,1.58325873701412,0.00153436759210687
1379,228,8,0.350831729905888,0.942828899289179,0.650601882064922
1380,271,6,2.2395673752936,1.89803355328766,0.0728414420926688
1381,984,9,2.29858644539861,0.357961568073197,0.00200033296348128
1382,493,6,0.471276504566873,0.244795428631364,0.404863152298731
1383,1311,7,0.00463793673420174,1.86263506612255,1.67543099357307
1384,632,7,4.83298987617133,1.12445234817618,0.0286109938121833
1385,6273,8,0.740722196046992,2.49057504480458,0.0168265215156181
1386,1709,10,1.73283405787325,0.634391822898924,1.95817067027412
1387,3225,8,1.16013574624352,0.820579875258945,0.00121161398128501
1388,7321,9,2.36306758144209,0.788421227887517,0.26735859737417
1389,399,10,0.788994160700754,2.57628384052223,0.00322128602563336
1390,2724,7,4.91807548647336,0.256365565856666,0.00138234178743701
1391,3362,8,0.693980738241222,1.19272103282971,0.0645762171054927
1392,156,9,7.90283266283671,0.918058565958706,0.007594803598275
1393,1715,10,0.513465760110219,1.70017467951035,0.103038529852988
1394,441,7,4.0757234225815,2.96670635594664,1.38114389134666
1395,1399,9,5.7042083651032,1.5259009980816,0.299200582832088
1396,460,10,0.419624901314192,1.95258681245814,0.00176350435786835
1397,373,9,0.0575560031851332,0.847504643335354,0.00730595345330238
1398,294,7,0.805837659836574,2.25405609012083,0.0031307670727179
1399,1899,7,0.561874936153428,2.33364912133428,0.328245344602514
1400,7501,8,0.96989567145886,1.1597092765068,0.00722337303429417
1401,5315,6,4.85096121369799,0.468343043796816,0.315673065817319
1402,157,9,0.0891806365046886,1.51908526234758,0.0567163937992079
1403,158,9,5.45555039045853,1.46666553525916,0.360513735781543
1404,2017,6,4.43945618036822,1.14435034287277,0.0103883570718605
1405,697,6,0.000100485023634541,0.627764240412155,0.00105928424497742
1406,437,8,8.35402084874099,3.63008314416339,0.00107041414550681
1407,295,10,6.81372651250715,1.11502414339294,0.00986909107007486
1408,4104,6,7.33924755404553,0.361286004992964,0.0218704522800687
1409,295,7,5.28411841392937,1.74340935579379,0.0972093947366919
1410,921,9,4.03504683765502,0.842573608102159,0.0935942089874965
1411,4050,8,0.405512686437018,0.275479404785635,0.176046294131442
1412,780,8,2.09167562842143,2.48087547030982,0.0406389215390747
1413,2452,8,4.97905102595245,2.51688771698943,0.00194171522011348
1414,680,6,0.875818260841084,1.26341549932874,0.0769313121446242
1415,2193,9,2.24241713744396,1.42912699989143,0.0222585111196398
1416,3252,9,2.21781952735255,0.557257429191925,0.00368721592039319
1417,3575,8,3.93617597714231,1.10292896598806,0.31958753574737
1418,277,7,5.6775779072362,0.686671938877034,0.00434434822025295
1419,5461,10,3.78491816712324,2.1680185186097,0.0992841614209482
1420,121,7,5.7914990966275,0.422235267848274,0.00540421196507577
1421,236,10,3.47845204038144,0.689804949326536,0.928212752172295
1422,425,10,6.70425984581556,1.35660866459112,0.0656666505965219
1423,1842,6,1.67745135982755,0.164270510212592,0.153909869758288
1424,214,7,2.22864828546664,1.92415277132701,0.0631331645049427
1425,698,8,4.06203271596178,2.63763765659128,0.00292162611550533
1426,259,10,1.2374371875826,2.83865809199304,0.00174630655897219
1427,198,8,2.52055525330133,0.459947274271485,0.221936876400288
1428,468,9,2.05563560435692,0.226408501260736,0.279267336214391
1429,2176,6,8.57597751213517,0.992988036680373,0.0015340151463946
1430,8110,10,0.00798340232495782,3.70315833990693,0.128375548752537
1431,692,7,0.103223899715716,0.602215026114541,1.97595461467601
1432,1777,6,1.84798596547743,0.389605738835964,0.368954903361746
