"param_index","num.trees","min.node.size","replace","splitrule"
1154,619,2,FALSE,"gini"
1155,2292,1,TRUE,"gini"
1156,3589,3,TRUE,"extratrees"
1157,239,2,FALSE,"extratrees"
1158,115,4,TRUE,"extratrees"
1159,188,1,TRUE,"gini"
1160,2309,1,TRUE,"gini"
1161,7468,4,TRUE,"gini"
1162,1270,3,FALSE,"gini"
1163,1609,3,TRUE,"gini"
1164,249,2,FALSE,"extratrees"
1165,1184,2,FALSE,"extratrees"
1166,230,2,TRUE,"extratrees"
1167,806,2,FALSE,"gini"
1168,433,3,FALSE,"gini"
1169,172,2,TRUE,"extratrees"
1170,237,4,TRUE,"extratrees"
1171,2902,4,FALSE,"extratrees"
1172,670,1,FALSE,"extratrees"
1173,677,1,TRUE,"extratrees"
1174,919,2,TRUE,"gini"
1175,720,3,TRUE,"gini"
1176,188,3,TRUE,"gini"
1177,4495,3,TRUE,"extratrees"
1178,1540,4,TRUE,"extratrees"
1179,3909,3,FALSE,"extratrees"
1180,3478,2,FALSE,"extratrees"
1181,6913,1,FALSE,"extratrees"
1182,5354,4,FALSE,"extratrees"
1183,433,2,FALSE,"gini"
1184,332,3,TRUE,"extratrees"
1185,3074,3,TRUE,"extratrees"
1186,3147,2,TRUE,"gini"
1187,6908,1,FALSE,"gini"
1188,3888,2,FALSE,"extratrees"
1189,186,1,TRUE,"extratrees"
1190,378,3,TRUE,"gini"
1191,246,2,FALSE,"gini"
1192,3728,2,TRUE,"extratrees"
1193,182,4,TRUE,"extratrees"
1194,182,2,TRUE,"gini"
1195,140,3,FALSE,"extratrees"
1196,128,4,TRUE,"extratrees"
1197,1166,3,FALSE,"extratrees"
1198,169,2,FALSE,"gini"
1199,3087,1,TRUE,"gini"
1200,2923,3,FALSE,"extratrees"
1201,5939,2,TRUE,"gini"
1202,1089,2,TRUE,"gini"
1203,5097,2,FALSE,"gini"
1204,773,4,FALSE,"extratrees"
1205,208,2,FALSE,"extratrees"
1206,771,1,FALSE,"gini"
1207,8692,2,FALSE,"extratrees"
1208,937,1,TRUE,"extratrees"
1209,322,1,FALSE,"gini"
1210,332,1,TRUE,"extratrees"
1211,1221,4,TRUE,"gini"
1212,2008,4,FALSE,"gini"
1213,473,4,TRUE,"gini"
1214,133,2,FALSE,"gini"
1215,804,2,TRUE,"gini"
1216,4796,3,TRUE,"extratrees"
1217,1420,2,FALSE,"gini"
1218,512,2,TRUE,"extratrees"
1219,1252,1,FALSE,"gini"
1220,6151,4,TRUE,"extratrees"
1221,961,2,TRUE,"gini"
1222,222,1,FALSE,"extratrees"
1223,1227,3,TRUE,"extratrees"
1224,8444,4,TRUE,"gini"
1225,426,3,TRUE,"gini"
1226,4410,1,FALSE,"gini"
1227,414,4,FALSE,"gini"
1228,236,4,FALSE,"gini"
1229,125,2,FALSE,"extratrees"
1230,312,1,FALSE,"gini"
1231,507,3,FALSE,"extratrees"
1232,209,4,FALSE,"gini"
1233,408,1,FALSE,"extratrees"
1234,109,4,TRUE,"extratrees"
1235,9927,4,FALSE,"gini"
1236,4094,3,FALSE,"extratrees"
1237,150,4,FALSE,"extratrees"
1238,5538,4,FALSE,"gini"
1239,1294,4,TRUE,"gini"
1240,700,2,TRUE,"gini"
1241,137,1,TRUE,"gini"
1242,1336,2,FALSE,"gini"
1243,139,2,FALSE,"gini"
1244,266,3,FALSE,"extratrees"
1245,1265,2,TRUE,"extratrees"
1246,926,1,TRUE,"gini"
1247,209,3,FALSE,"extratrees"
1248,200,4,TRUE,"extratrees"
1249,1003,4,TRUE,"gini"
1250,7669,1,FALSE,"gini"
1251,469,2,TRUE,"gini"
1252,239,2,FALSE,"extratrees"
1253,348,3,TRUE,"gini"
1254,1160,4,FALSE,"gini"
1255,111,3,FALSE,"gini"
1256,3989,1,TRUE,"extratrees"
1257,167,1,TRUE,"gini"
1258,1209,3,FALSE,"extratrees"
1259,1398,4,FALSE,"extratrees"
1260,1741,3,FALSE,"gini"
1261,2709,2,TRUE,"extratrees"
1262,177,2,FALSE,"gini"
1263,421,3,FALSE,"extratrees"
1264,7854,2,FALSE,"extratrees"
1265,1007,2,TRUE,"extratrees"
1266,187,1,TRUE,"extratrees"
1267,5520,4,FALSE,"extratrees"
1268,258,1,TRUE,"gini"
1269,7139,4,TRUE,"gini"
1270,5984,1,TRUE,"gini"
1271,188,2,FALSE,"gini"
1272,3750,1,TRUE,"extratrees"
1273,812,2,TRUE,"gini"
1274,188,1,TRUE,"gini"
1275,5942,3,TRUE,"extratrees"
1276,474,3,TRUE,"gini"
1277,438,4,TRUE,"extratrees"
1278,646,4,FALSE,"extratrees"
1279,914,2,FALSE,"gini"
1280,547,1,TRUE,"extratrees"
1281,859,4,TRUE,"gini"
1282,126,3,FALSE,"extratrees"
1283,238,2,TRUE,"extratrees"
1284,9311,4,FALSE,"extratrees"
1285,456,1,TRUE,"gini"
1286,221,3,TRUE,"gini"
1287,953,1,FALSE,"extratrees"
1288,109,3,FALSE,"gini"
1289,480,1,FALSE,"extratrees"
1290,115,1,TRUE,"extratrees"
1291,5469,1,FALSE,"gini"
1292,2928,2,TRUE,"extratrees"
1293,429,4,FALSE,"extratrees"
1294,596,3,FALSE,"gini"
1295,465,2,FALSE,"extratrees"
1296,152,2,FALSE,"gini"
1297,3291,1,TRUE,"gini"
1298,1618,2,FALSE,"extratrees"
1299,196,2,TRUE,"extratrees"
1300,117,2,FALSE,"extratrees"
1301,934,3,TRUE,"extratrees"
1302,779,3,TRUE,"extratrees"
1303,133,3,FALSE,"gini"
1304,454,2,FALSE,"extratrees"
1305,5759,4,TRUE,"gini"
1306,7325,4,TRUE,"gini"
1307,612,3,TRUE,"gini"
1308,209,2,FALSE,"extratrees"
1309,439,2,FALSE,"gini"
1310,413,1,TRUE,"gini"
1311,165,1,FALSE,"extratrees"
1312,9169,2,FALSE,"gini"
1313,992,2,TRUE,"extratrees"
1314,154,3,FALSE,"gini"
1315,267,3,FALSE,"extratrees"
1316,7321,2,TRUE,"extratrees"
1317,395,1,TRUE,"gini"
1318,2039,1,FALSE,"gini"
1319,6392,2,FALSE,"gini"
1320,9667,3,FALSE,"extratrees"
1321,730,4,FALSE,"extratrees"
1322,617,3,FALSE,"gini"
1323,193,3,FALSE,"gini"
1324,365,2,FALSE,"extratrees"
1325,1357,3,FALSE,"extratrees"
1326,7479,4,FALSE,"gini"
1327,524,4,TRUE,"gini"
1328,4869,3,TRUE,"extratrees"
1329,2805,1,TRUE,"extratrees"
1330,3197,4,FALSE,"gini"
1331,7105,4,FALSE,"gini"
1332,102,3,TRUE,"gini"
1333,210,1,TRUE,"extratrees"
1334,633,2,FALSE,"gini"
1335,2258,1,FALSE,"gini"
1336,919,3,TRUE,"extratrees"
1337,1176,1,FALSE,"gini"
1338,433,3,TRUE,"gini"
1339,4294,2,FALSE,"extratrees"
1340,386,4,FALSE,"extratrees"
1341,662,4,TRUE,"extratrees"
1342,153,2,FALSE,"extratrees"
1343,3986,4,FALSE,"extratrees"
1344,527,4,TRUE,"gini"
1345,121,1,FALSE,"gini"
1346,121,1,FALSE,"extratrees"
1347,8175,3,FALSE,"gini"
1348,561,2,TRUE,"extratrees"
1349,4132,2,TRUE,"extratrees"
1350,6663,3,FALSE,"gini"
1351,764,2,TRUE,"gini"
1352,1431,4,TRUE,"gini"
1353,141,3,TRUE,"extratrees"
1354,214,1,FALSE,"extratrees"
1355,3041,4,TRUE,"gini"
1356,900,3,FALSE,"gini"
1357,2367,4,TRUE,"gini"
1358,8066,2,FALSE,"extratrees"
1359,995,2,FALSE,"extratrees"
1360,878,1,TRUE,"extratrees"
1361,1328,1,FALSE,"gini"
1362,2033,1,FALSE,"gini"
1363,364,1,TRUE,"gini"
1364,9193,1,FALSE,"gini"
1365,1953,2,TRUE,"extratrees"
1366,1473,4,TRUE,"extratrees"
1367,1717,3,TRUE,"gini"
1368,7142,1,TRUE,"extratrees"
1369,606,3,FALSE,"gini"
1370,379,4,TRUE,"extratrees"
1371,153,4,FALSE,"extratrees"
1372,443,1,FALSE,"extratrees"
1373,3310,3,TRUE,"gini"
1374,163,4,FALSE,"extratrees"
1375,2653,4,FALSE,"extratrees"
1376,8642,2,TRUE,"gini"
1377,254,3,TRUE,"gini"
1378,166,1,TRUE,"extratrees"
1379,130,3,FALSE,"extratrees"
1380,4601,1,TRUE,"gini"
1381,1463,4,TRUE,"gini"
1382,877,1,FALSE,"gini"
1383,540,3,FALSE,"extratrees"
1384,365,4,TRUE,"extratrees"
1385,1594,4,TRUE,"gini"
1386,4370,3,TRUE,"gini"
1387,158,3,FALSE,"gini"
1388,8531,1,FALSE,"extratrees"
1389,219,4,FALSE,"gini"
1390,149,3,TRUE,"extratrees"
1391,5319,4,TRUE,"gini"
1392,1128,2,TRUE,"extratrees"
1393,2073,3,FALSE,"extratrees"
1394,289,2,FALSE,"gini"
1395,2790,1,TRUE,"extratrees"
1396,964,2,TRUE,"gini"
1397,8593,4,FALSE,"extratrees"
1398,6568,1,TRUE,"gini"
1399,1275,3,TRUE,"gini"
1400,142,1,FALSE,"extratrees"
1401,112,3,FALSE,"gini"
1402,1070,3,TRUE,"gini"
1403,1839,3,TRUE,"gini"
1404,692,1,FALSE,"extratrees"
1405,5781,1,FALSE,"gini"
1406,165,2,TRUE,"gini"
1407,9209,1,FALSE,"extratrees"
1408,341,3,FALSE,"gini"
1409,148,2,TRUE,"extratrees"
1410,595,2,TRUE,"gini"
1411,179,1,TRUE,"extratrees"
1412,1466,4,FALSE,"extratrees"
1413,304,1,TRUE,"gini"
1414,2799,3,FALSE,"extratrees"
1415,197,3,FALSE,"gini"
1416,203,1,FALSE,"extratrees"
1417,332,2,FALSE,"gini"
1418,3623,2,FALSE,"gini"
1419,717,3,TRUE,"extratrees"
1420,132,1,FALSE,"gini"
1421,171,4,FALSE,"gini"
1422,930,1,FALSE,"gini"
1423,9162,2,FALSE,"extratrees"
1424,4230,1,TRUE,"gini"
1425,1227,3,TRUE,"extratrees"
1426,140,1,FALSE,"gini"
1427,862,2,TRUE,"gini"
1428,481,1,FALSE,"gini"
1429,2415,3,TRUE,"gini"
1430,1074,4,FALSE,"extratrees"
1431,1078,4,FALSE,"extratrees"
1432,1241,2,TRUE,"extratrees"
1433,790,1,TRUE,"extratrees"
1434,148,1,FALSE,"gini"
1435,7309,4,TRUE,"gini"
1436,108,3,FALSE,"gini"
1437,677,3,TRUE,"extratrees"
1438,286,2,FALSE,"extratrees"
1439,159,3,TRUE,"gini"
1440,930,3,TRUE,"gini"
1441,2011,1,TRUE,"extratrees"
1442,7018,4,FALSE,"gini"
1443,534,3,FALSE,"gini"
1444,5173,2,FALSE,"extratrees"
1445,402,2,TRUE,"gini"
1446,859,2,FALSE,"extratrees"
1447,194,3,FALSE,"gini"
1448,4157,2,TRUE,"extratrees"
1449,2161,1,TRUE,"gini"
1450,134,2,TRUE,"gini"
1451,732,2,TRUE,"extratrees"
1452,626,4,TRUE,"extratrees"
1453,2495,3,TRUE,"gini"
1454,2098,4,TRUE,"extratrees"
1455,657,1,TRUE,"extratrees"
1456,413,4,FALSE,"gini"
1457,325,1,FALSE,"extratrees"
1458,2230,2,FALSE,"gini"
1459,6199,1,FALSE,"extratrees"
1460,4953,2,TRUE,"gini"
1461,614,2,TRUE,"gini"
1462,145,4,FALSE,"extratrees"
1463,4573,1,TRUE,"extratrees"
1464,141,3,TRUE,"extratrees"
1465,170,4,FALSE,"gini"
1466,1919,1,TRUE,"extratrees"
1467,440,4,TRUE,"extratrees"
1468,240,3,FALSE,"gini"
1469,617,4,FALSE,"extratrees"
1470,5339,1,FALSE,"gini"
1471,499,1,TRUE,"extratrees"
1472,101,1,TRUE,"extratrees"
1473,6700,1,FALSE,"extratrees"
1474,8073,1,TRUE,"gini"
1475,965,4,FALSE,"extratrees"
1476,851,4,TRUE,"gini"
1477,1570,3,TRUE,"gini"
1478,6541,1,FALSE,"gini"
1479,223,1,FALSE,"gini"
1480,3759,4,TRUE,"gini"
1481,294,1,TRUE,"gini"
1482,1436,2,FALSE,"extratrees"
1483,4843,3,TRUE,"extratrees"
1484,185,1,FALSE,"extratrees"
1485,6241,3,TRUE,"extratrees"
1486,800,1,TRUE,"gini"
1487,6191,3,TRUE,"gini"
1488,316,3,TRUE,"gini"
1489,148,3,FALSE,"gini"
1490,126,3,TRUE,"extratrees"
1491,9190,2,TRUE,"gini"
1492,936,1,FALSE,"extratrees"
1493,4945,2,TRUE,"extratrees"
1494,684,2,TRUE,"gini"
1495,958,2,TRUE,"extratrees"
1496,234,4,TRUE,"gini"
1497,3323,4,TRUE,"extratrees"
1498,410,4,TRUE,"gini"
1499,216,4,TRUE,"extratrees"
1500,117,3,TRUE,"extratrees"
1501,188,2,FALSE,"extratrees"
1502,227,2,FALSE,"extratrees"
1503,1101,2,TRUE,"extratrees"
1504,4223,4,FALSE,"extratrees"
1505,171,2,FALSE,"gini"
1506,6171,2,TRUE,"gini"
1507,1424,2,TRUE,"extratrees"
1508,197,1,FALSE,"gini"
1509,6444,2,TRUE,"extratrees"
1510,322,4,TRUE,"extratrees"
1511,201,3,FALSE,"extratrees"
1512,3470,4,FALSE,"gini"
1513,290,2,TRUE,"gini"
1514,410,4,FALSE,"extratrees"
1515,1096,1,TRUE,"gini"
1516,470,4,FALSE,"extratrees"
1517,205,4,TRUE,"extratrees"
1518,343,2,TRUE,"extratrees"
1519,506,2,FALSE,"extratrees"
1520,1445,1,TRUE,"gini"
1521,4174,3,FALSE,"extratrees"
1522,7415,3,TRUE,"gini"
1523,4689,4,TRUE,"gini"
1524,180,2,TRUE,"extratrees"
1525,2004,3,TRUE,"extratrees"
1526,2420,2,FALSE,"gini"
1527,116,2,FALSE,"gini"
1528,6991,3,FALSE,"gini"
1529,911,1,FALSE,"extratrees"
1530,343,1,TRUE,"gini"
1531,5205,4,TRUE,"extratrees"
1532,289,1,TRUE,"extratrees"
1533,3866,4,TRUE,"extratrees"
1534,1980,3,TRUE,"gini"
1535,710,4,TRUE,"gini"
1536,156,2,TRUE,"extratrees"
1537,102,2,TRUE,"extratrees"
1538,1162,2,FALSE,"gini"
1539,1126,3,TRUE,"extratrees"
1540,268,1,TRUE,"extratrees"
1541,2736,2,TRUE,"extratrees"
1542,8439,4,TRUE,"gini"
1543,1095,4,TRUE,"extratrees"
1544,225,2,TRUE,"extratrees"
1545,1343,3,FALSE,"gini"
1546,3325,1,FALSE,"gini"
1547,2173,2,TRUE,"gini"
1548,283,2,TRUE,"extratrees"
1549,495,2,TRUE,"extratrees"
1550,439,3,TRUE,"gini"
1551,6506,4,FALSE,"extratrees"
1552,252,4,FALSE,"gini"
1553,2318,4,TRUE,"extratrees"
1554,189,3,FALSE,"gini"
1555,164,3,FALSE,"gini"
1556,154,4,TRUE,"gini"
1557,6862,1,TRUE,"gini"
1558,360,3,TRUE,"extratrees"
1559,5958,3,TRUE,"gini"
1560,3540,2,TRUE,"gini"
1561,3921,2,FALSE,"extratrees"
1562,259,1,TRUE,"gini"
1563,125,3,TRUE,"gini"
1564,120,3,TRUE,"gini"
1565,373,3,TRUE,"extratrees"
1566,501,3,FALSE,"gini"
1567,3007,2,FALSE,"gini"
1568,320,2,TRUE,"gini"
1569,1091,4,TRUE,"extratrees"
1570,3328,3,FALSE,"extratrees"
1571,1884,3,TRUE,"gini"
1572,257,3,TRUE,"extratrees"
1573,9767,2,FALSE,"extratrees"
1574,101,4,TRUE,"gini"
1575,260,1,FALSE,"extratrees"
1576,1867,1,TRUE,"gini"
1577,109,1,TRUE,"gini"
1578,114,2,TRUE,"gini"
1579,1654,1,FALSE,"gini"
1580,1393,2,TRUE,"gini"
1581,312,3,FALSE,"gini"
1582,6960,3,TRUE,"gini"
1583,2226,2,TRUE,"gini"
1584,1968,2,TRUE,"gini"
1585,262,4,TRUE,"gini"
1586,920,4,TRUE,"extratrees"
1587,9478,2,FALSE,"gini"
1588,9771,2,FALSE,"extratrees"
1589,802,2,TRUE,"gini"
1590,2709,3,FALSE,"gini"
1591,432,1,TRUE,"gini"
1592,4686,4,FALSE,"extratrees"
1593,742,4,FALSE,"extratrees"
1594,9901,3,FALSE,"extratrees"
1595,4121,2,FALSE,"gini"
1596,945,2,FALSE,"extratrees"
1597,1203,1,TRUE,"gini"
1598,484,4,FALSE,"extratrees"
1599,128,3,FALSE,"extratrees"
1600,832,1,TRUE,"gini"
1601,998,1,TRUE,"extratrees"
1602,370,2,TRUE,"gini"
1603,3599,4,FALSE,"extratrees"
1604,407,2,FALSE,"extratrees"
1605,1081,3,TRUE,"extratrees"
1606,909,4,TRUE,"extratrees"
1607,3475,4,FALSE,"gini"
1608,214,4,TRUE,"extratrees"
1609,770,2,FALSE,"extratrees"
1610,1121,3,TRUE,"extratrees"
1611,905,2,FALSE,"gini"
1612,1127,2,FALSE,"gini"
1613,2364,4,TRUE,"extratrees"
1614,508,4,FALSE,"extratrees"
1615,4816,1,TRUE,"gini"
1616,7037,1,FALSE,"extratrees"
1617,164,1,FALSE,"extratrees"
1618,260,3,TRUE,"gini"
1619,946,4,FALSE,"extratrees"
1620,447,2,TRUE,"extratrees"
1621,883,2,FALSE,"gini"
1622,1497,1,FALSE,"extratrees"
1623,282,1,TRUE,"extratrees"
1624,2960,2,FALSE,"extratrees"
1625,201,2,TRUE,"gini"
1626,2502,3,FALSE,"gini"
1627,339,4,TRUE,"extratrees"
1628,717,1,FALSE,"gini"
1629,2792,1,FALSE,"gini"
1630,895,1,TRUE,"gini"
1631,478,3,FALSE,"gini"
1632,304,1,FALSE,"gini"
1633,272,1,TRUE,"extratrees"
1634,306,3,FALSE,"gini"
1635,1357,2,TRUE,"gini"
1636,2681,3,TRUE,"extratrees"
1637,165,1,TRUE,"extratrees"
1638,1099,2,FALSE,"gini"
1639,5103,1,FALSE,"extratrees"
1640,2707,3,FALSE,"gini"
1641,427,2,FALSE,"gini"
1642,171,3,FALSE,"extratrees"
1643,1422,1,FALSE,"extratrees"
1644,4636,2,FALSE,"extratrees"
1645,1105,2,FALSE,"gini"
1646,2461,4,TRUE,"gini"
1647,1006,1,FALSE,"gini"
1648,514,1,FALSE,"gini"
1649,8575,4,TRUE,"extratrees"
1650,7048,2,FALSE,"gini"
1651,258,2,FALSE,"gini"
1652,8193,3,TRUE,"gini"
1653,5642,1,TRUE,"extratrees"
1654,2499,3,TRUE,"extratrees"
1655,1067,2,FALSE,"extratrees"
1656,921,4,FALSE,"gini"
1657,255,4,TRUE,"extratrees"
1658,159,4,TRUE,"gini"
1659,887,1,TRUE,"extratrees"
1660,423,4,FALSE,"extratrees"
1661,3532,2,TRUE,"extratrees"
1662,6392,4,TRUE,"extratrees"
1663,471,4,TRUE,"gini"
1664,4480,4,TRUE,"extratrees"
1665,277,4,TRUE,"extratrees"
1666,3432,1,FALSE,"extratrees"
1667,1331,1,FALSE,"extratrees"
1668,707,3,TRUE,"extratrees"
1669,4792,2,FALSE,"extratrees"
1670,378,3,FALSE,"gini"
1671,879,3,FALSE,"gini"
1672,3673,3,TRUE,"gini"
1673,147,2,FALSE,"gini"
1674,619,3,TRUE,"extratrees"
1675,156,2,TRUE,"extratrees"
1676,186,3,TRUE,"gini"
1677,278,3,TRUE,"extratrees"
1678,355,3,FALSE,"gini"
1679,399,3,FALSE,"extratrees"
1680,565,1,TRUE,"extratrees"
1681,968,4,TRUE,"gini"
1682,5763,3,TRUE,"gini"
1683,3167,3,FALSE,"gini"
1684,8203,1,FALSE,"extratrees"
1685,464,3,FALSE,"gini"
1686,4484,4,FALSE,"gini"
1687,185,2,TRUE,"extratrees"
1688,178,4,FALSE,"gini"
1689,2880,1,FALSE,"gini"
1690,1258,1,FALSE,"gini"
1691,1660,3,FALSE,"gini"
1692,177,3,FALSE,"extratrees"
1693,5706,2,TRUE,"gini"
1694,4876,1,FALSE,"gini"
1695,124,2,TRUE,"extratrees"
1696,2613,1,TRUE,"gini"
1697,1181,3,TRUE,"gini"
1698,7844,1,TRUE,"gini"
1699,6724,2,TRUE,"extratrees"
1700,822,3,TRUE,"gini"
1701,3422,3,TRUE,"gini"
1702,1030,1,TRUE,"extratrees"
1703,255,4,TRUE,"gini"
1704,2738,3,TRUE,"gini"
1705,3463,2,TRUE,"gini"
1706,2606,4,TRUE,"gini"
1707,243,2,TRUE,"extratrees"
1708,396,1,FALSE,"extratrees"
1709,449,4,FALSE,"gini"
1710,1402,2,FALSE,"gini"
1711,5868,1,FALSE,"gini"
1712,5724,4,FALSE,"gini"
1713,595,1,FALSE,"gini"
1714,3011,4,FALSE,"extratrees"
1715,3944,2,FALSE,"extratrees"
1716,2828,4,TRUE,"extratrees"
1717,594,2,FALSE,"extratrees"
1718,397,3,FALSE,"extratrees"
1719,131,4,FALSE,"gini"
1720,2241,1,TRUE,"gini"
1721,250,3,TRUE,"extratrees"
1722,1792,2,TRUE,"gini"
1723,190,1,TRUE,"gini"
1724,561,4,FALSE,"gini"
1725,427,4,FALSE,"gini"
1726,4303,2,FALSE,"gini"
1727,548,1,TRUE,"gini"
1728,762,4,FALSE,"extratrees"
1729,760,1,TRUE,"gini"
1730,1609,1,TRUE,"extratrees"
1731,646,4,FALSE,"extratrees"
1732,8323,3,TRUE,"gini"
1733,8814,4,FALSE,"gini"
1734,6801,4,FALSE,"gini"
1735,147,3,TRUE,"extratrees"
1736,905,4,FALSE,"extratrees"
1737,479,3,TRUE,"extratrees"
1738,2239,1,TRUE,"extratrees"
1739,1888,1,FALSE,"extratrees"
1740,5272,1,FALSE,"gini"
1741,7946,1,FALSE,"extratrees"
1742,1415,1,FALSE,"gini"
1743,1184,2,TRUE,"extratrees"
1744,7709,3,TRUE,"extratrees"
1745,6141,3,TRUE,"gini"
1746,666,1,FALSE,"extratrees"
1747,126,4,TRUE,"gini"
1748,3629,1,TRUE,"extratrees"
1749,7169,3,TRUE,"gini"
1750,572,3,TRUE,"gini"
1751,311,2,TRUE,"gini"
1752,150,4,TRUE,"gini"
1753,609,3,TRUE,"extratrees"
1754,233,3,TRUE,"extratrees"
1755,186,3,FALSE,"gini"
1756,329,4,TRUE,"gini"
